season,season_type,game_id,week,game_date,team,opponent_team,qb_id,qb_name,dropbacks,attempts,completions,passing_yards,passing_tds,interceptions,epa_total,epa_per_play,success_plays,success_rate,total_air_yards,total_yac_yards,avg_air_yards,avg_yac_per_completion,air_epa_total,yac_epa_total,air_epa_per_play,yac_epa_per_play,first_down_passes,explosive_passes,third_down_attempts,third_down_conversions,third_down_conversion_rate,red_zone_targets,red_zone_pass_tds
2022,REG,2022_07_SEA_LAC,7,2022-10-23,LAC,SEA,00-0036355,J.Herbert,54,54,33,276.0,2,1,-10.389351228484916,-0.19239539312009105,22,0.4074074074074074,321.0,193.0,5.944444444444445,5.848484848484849,-0.5130616159294963,0.6397885615587802,-0.009501141035731412,0.011847936325162596,17.0,4,13,4,0.3076923076923077,9,2
2022,REG,2022_07_SEA_LAC,7,2022-10-23,SEA,LAC,00-0030565,G.Smith,29,29,20,191.0,2,1,4.566370590668217,0.15746105485062817,14,0.4827586206896552,206.0,79.0,7.103448275862069,3.95,16.675793612084814,-9.077033771988058,0.5750273659339591,-0.3130011645513123,10.0,4,8,4,0.5,7,1
2022,REG,2022_07_TB_CAR,7,2022-10-23,CAR,TB,00-0033275,P.Walker,23,23,16,170.0,2,0,5.268874500063246,0.22908150000274982,10,0.43478260869565216,187.0,80.0,8.130434782608695,5.0,11.067443557723895,-3.4351524332887458,0.4811931981619085,-0.14935445362124983,8.0,5,7,2,0.2857142857142857,1,1
2022,REG,2022_07_TB_CAR,7,2022-10-23,TB,CAR,00-0019596,T.Brady,50,50,32,276.0,0,0,-2.375532327378208,-0.04751064654756416,20,0.4,359.0,134.0,7.18,4.1875,10.373539219028332,-10.923393676914339,0.20747078438056665,-0.21846787353828678,14.0,3,11,2,0.18181818181818182,6,0
2022,REG,2022_08_ARI_MIN,8,2022-10-30,ARI,MIN,00-0035228,K.Murray,49,49,31,297.0,3,2,-2.1592117899046173,-0.04406554673274729,21,0.42857142857142855,288.0,179.0,5.877551020408164,5.774193548387097,8.831183954316664,-4.08382855023165,0.1802282439656462,-0.08334343980064592,17.0,4,9,3,0.3333333333333333,5,2
2022,REG,2022_08_ARI_MIN,8,2022-10-30,MIN,ARI,00-0029604,K.Cousins,39,39,24,208.0,2,0,-3.1910115404883053,-0.08182080873046936,20,0.5128205128205128,233.0,105.0,5.9743589743589745,4.375,12.860321922053096,-7.031518059388235,0.3297518441552076,-0.18029533485610857,11.0,2,10,3,0.3,7,2
2022,REG,2022_08_BAL_TB,8,2022-10-27,BAL,TB,00-0034796,L.Jackson,41,41,27,222.0,2,0,0.8943504118421349,0.021813424679076463,20,0.4878048780487805,219.0,121.0,5.341463414634147,4.481481481481482,17.230864611803558,-12.189574686338656,0.4202649905317941,-0.29730669966679646,15.0,1,8,3,0.375,9,2
2022,REG,2022_08_BAL_TB,8,2022-10-27,TB,BAL,00-0019596,T.Brady,47,47,26,305.0,1,0,4.8828120704060805,0.1038896185192783,22,0.46808510638297873,288.0,177.0,6.127659574468085,6.8076923076923075,15.024554282543274,-6.441861683524183,0.3196713677136867,-0.13706088688349327,13.0,5,10,2,0.2,14,1
2022,REG,2022_08_CAR_ATL,8,2022-10-30,ATL,CAR,00-0032268,M.Mariota,30,30,20,239.0,3,2,6.234058982483297,0.20780196608277654,17,0.5666666666666667,305.0,164.0,10.166666666666666,8.2,13.139696961938183,-3.504184903524399,0.43798989873127275,-0.1168061634508133,14.0,4,8,4,0.5,3,1
2022,REG,2022_08_CAR_ATL,8,2022-10-30,CAR,ATL,00-0033275,P.Walker,37,37,19,309.0,1,1,1.3538939361486735,0.0365917280040182,14,0.3783783783783784,423.0,142.0,11.432432432432432,7.473684210526316,31.48899656202409,-28.806928580333178,0.8510539611357862,-0.7785656373063021,12.0,6,9,4,0.4444444444444444,2,0
